aid,author,era,nid,rank,rank_date,tags,title,vip_date,word_count,xx,yc
2147997,一江听月,架空历史,7532878,3,2023-02-23,"情有独钟,天作之合,甜文,爽文",她说我是渣男我不服,2023-02-20,9.62万,言情,原创
1256565,黄鱼听雷,近代现代,7430394,4,2023-02-23,"都市情缘,天之骄子",当冬夜渐暖,2023-02-20,6.09万,言情,原创
3074336,浮梦遥,近代现代,4981320,5,2023-02-23,"综漫,少年漫,系统,文野",二次元制作人,2023-02-20,8.49万,无CP,衍生
3539766,智齿不是病,近代现代,7244365,6,2023-02-23,"甜文,年代文",七零重组一家人,2023-02-20,8.69万,言情,原创
2509740,嫆钰,近代现代,7654235,7,2023-02-23,"综漫,强强,超级英雄,文野",背刺执行官上司后,2023-02-20,8.79万,言情,衍生
3796793,禾优,近代现代,7140720,1,2023-02-20,"幻想空间,穿越时空,系统,快穿",禁止独占清冷炮灰！[快穿],2023-02-17,8.68万,纯爱,原创
3980835,渝跃鸢飞,幻想未来,7133384,1,2023-02-24,"穿越时空,星际,打脸,爽文",星际唯一群体治疗,2023-02-21,9.8万,言情,原创
1750690,岁既晏兮,架空历史,4447693,2,2023-02-24,"宫廷侯爵,情有独钟,穿越时空,励志人生",夫君总以为我心有所属,2023-02-21,10.22万,言情,原创
103563,狂上加狂,架空历史,7011791,3,2023-02-24,"宫廷侯爵,欢喜冤家,近水楼台,爽文",醉琼枝,2023-02-21,11.29万,言情,原创
2459042,葡萄救我,近代现代,4078931,4,2023-02-24,"破镜重圆,甜文,穿书,年代文",虐恋文里的白月光,2023-02-21,7.85万,言情,原创
1769900,六盲星,近代现代,6767528,5,2023-02-24,"都市情缘,情有独钟,天之骄子,甜文",落日淌火,2023-02-21,8.18万,言情,原创
3737933,熊熊云吞,近代现代,5678390,1,2023-02-21,"阴差阳错,励志人生,直播,咒回",没有当禅院家主的欲望,2023-02-18,8.75万,纯爱,衍生
2257287,糖中猫,近代现代,7791009,2,2023-02-21,"娱乐圈,系统,爽文",我在娱乐圈做神豪,2023-02-18,7.64万,言情,原创
4494972,岁砚,近代现代,6717003,7,2023-02-27,"穿越时空,打脸,励志人生,现代架空",穿越的世界和现代融合了,2023-02-24,10.53万,言情,原创
3391645,梁上飞霜,架空历史,7577464,8,2023-02-27,"穿越时空,甜文,穿书,朝堂之上",娇气包揣崽后跑路了,2023-02-24,8.13万,纯爱,原创
3558473,相吾,架空历史,7478589,9,2023-02-27,"宫廷侯爵,情有独钟,近水楼台,婚恋",妾情,2023-02-24,8.69万,言情,原创
5382640,上齐,近代现代,7685367,10,2023-02-27,"豪门世家,娱乐圈,穿书,爽文",万人嫌摆烂后被迫成为顶流,2023-02-24,16.94万,纯爱,原创
1315834,李阿吾,近代现代,6712898,11,2023-02-27,"豪门世家,穿书,爽文,都市异闻",和美强惨继子上了带娃综艺后,2023-02-24,7.96万,言情,原创
2691457,巡礼,架空历史,6308004,12,2023-02-27,"情有独钟,甜文,爽文",和男主be后我撩了反派,2023-02-24,6.77万,言情,原创
1936895,唧唧的猫,近代现代,4888629,1,2023-02-25,业界精英,星星轻颤时,2023-02-22,7.43万,言情,原创
1904733,菌行,架空历史,6984758,2,2023-02-25,"情有独钟,穿越时空,成长,古代幻想",穿二代战神皇帝成长史,2023-02-22,8.71万,纯爱,原创
5354209,海客梦笔,近代现代,7644382,3,2023-02-25,"英美衍生,穿越时空,超级英雄,马甲文",[综英美]从零打造魔术协会,2023-02-22,9.12万,无CP,衍生
1558656,踏蓉客,近代现代,7435052,9,2023-02-22,"娱乐圈,穿书,爽文,直播",漂亮炮灰在恋综成了万人迷,2023-02-19,8.72万,纯爱,原创
2349398,更知,近代现代,5083945,10,2023-02-22,"生子,娱乐圈,星际,甜文",小人鱼他超粘人的,2023-02-19,8.19万,纯爱,原创
412296,黑猫白白,近代现代,4991402,11,2023-02-22,"系统,穿书,爽文,年代文",七零女知青美又凶,2023-02-19,7.6万,言情,原创
4862602,楠言羽,近代现代,7037005,12,2023-02-22,"综漫,家教,灵魂转换,咒回",当十代目和最强灵魂互换,2023-02-19,9.04万,无CP,衍生
3945061,春书,近代现代,6480442,13,2023-02-22,"打脸,快穿,爽文",清冷美人[快穿],2023-02-19,7.3万,言情,原创
2132584,谢知微,近代现代,6895077,14,2023-02-22,"恋爱合约,天作之合,业界精英,甜文",奈何上司太会撩,2023-02-19,8.75万,纯爱,原创
2229808,空中两条鱼,近代现代,6236299,15,2023-02-22,"时代奇缘,穿越时空,爽文",我的超市会升级[慢穿],2023-02-19,8.4万,言情,原创
2321702,岁岁千,架空历史,3979793,16,2023-02-22,"宫廷侯爵,情有独钟,天作之合,甜文",夫君失踪后他权倾朝野了,2023-02-19,12.18万,言情,原创
3593619,清途R,近代现代,6348971,17,2023-02-22,"近水楼台,破镜重圆,天之骄子,校园",暖味（nuǎnwèi）,2023-02-19,7.09万,言情,原创
2437084,温似鹿,近代现代,7420808,18,2023-02-22,"穿越时空,娱乐圈,甜文,姐弟恋",和明星合约恋爱后所有人都在等我分手,2023-02-19,5.44万,言情,原创
4088438,三两秋,近代现代,6645377,8,2023-02-23,"女配,系统,快穿,穿书",短命炮灰皆成白月光[快穿],2023-02-20,8.1万,言情,原创
4393389,告熹通,近代现代,7559912,9,2023-02-23,"网王,花季雨季,天之骄子,少年漫",神之子的姐姐不是神之女,2023-02-20,17.62万,言情,衍生
4377070,春归昼,近代现代,7617382,10,2023-02-23,"都市情缘,情有独钟,娱乐圈,甜文",白月光Omega总是在钓我,2023-02-20,9.84万,百合,原创
2841005,简淡,幻想未来,7701553,11,2023-02-23,"幻想空间,情有独钟,女强,萌宠",穿成虎鲸后我被迫内卷了,2023-02-20,8.06万,言情,原创
1673486,白色的木,古色古香,6333419,1,2023-02-26,"历史衍生,直播",给秦始皇直播胡亥玩死大秦,2023-02-23,8.56万,无CP,衍生
3713646,月见茶,幻想未来,6298723,2,2023-02-26,"情有独钟,天作之合,星际,甜文",舅舅和男友都是反派,2023-02-23,8.66万,纯爱,原创
1908979,木兮娘,近代现代,6365226,3,2023-02-26,"灵异神怪,情有独钟,相爱相杀",怪谈类报告,2023-02-23,10.8万,纯爱,原创
2212739,兔月关,架空历史,6593856,2,2023-02-20,"生子,穿越时空,科举,基建",我在首辅科举文里重生了,2023-02-17,10.36万,纯爱,原创
3080644,鱼不乖,幻想未来,6548702,3,2023-02-20,"科幻,女强,未来架空,爽文",穿成机器人后，我无敌了！,2023-02-17,7.98万,言情,原创
1993323,林果冻,近代现代,4941349,4,2023-02-20,"女配,甜文,穿书",穿成娃综里的对照组女配,2023-02-17,6.38万,言情,原创
5338184,辣油粽,近代现代,7733383,5,2023-02-20,"情有独钟,种田文,穿书,年代文",穿成对照组女配[七零],2023-02-17,8.6万,言情,原创
5220835,诸葛咸鱼,近代现代,7514825,6,2023-02-20,"娱乐圈,系统,穿书,爽文",我，拆房专家[娱乐圈],2023-02-17,7.39万,言情,原创
1908339,不及流光,近代现代,6594813,7,2023-02-20,"火影,穿越时空,少年漫,成长",宇智波一树今天回家了吗,2023-02-17,8.91万,无CP,衍生
1871928,闫桔,架空历史,6777010,8,2023-02-20,"情有独钟,天作之合,穿越时空",穿成心机丫鬟后,2023-02-17,10.6万,言情,原创
3075061,文予,近代现代,7597117,9,2023-02-20,"豪门世家,虐恋情深,相爱相杀,爽文",万人嫌活成甜文主角,2023-02-17,12.09万,纯爱,原创
2520966,热到昏厥,近代现代,5133510,10,2023-02-20,"都市情缘,欢喜冤家,甜文",和情敌结婚以后,2023-02-17,8.12万,百合,原创
3078328,洋洋兮与,架空历史,7422892,11,2023-02-20,"天作之合,甜文",摆烂后我成为了皇后,2023-02-17,9.21万,言情,原创
5367941,雨落随风,幻想未来,7663105,12,2023-02-20,"幻想空间,种田文,异能,萌宠",全球进化后我辞职去种田了,2023-02-17,14.81万,纯爱,原创
2292035,十撇,近代现代,7678277,1,2023-02-18,"女配,甜文,快穿,爽文",谁不着迷于漂亮女配呢[快穿],2023-02-15,8.23万,言情,原创
2471102,雪边,近代现代,7049429,6,2023-02-24,"时代奇缘,豪门世家,甜文",在变形记节目里当万人迷,2023-02-21,8万,言情,原创
2290691,桃枝蘸雪,架空历史,7392750,7,2023-02-24,"情有独钟,青梅竹马,甜文",竹马成了暴君后,2023-02-21,8.91万,言情,原创
765534,唐栖,架空历史,6959932,8,2023-02-24,"强强,天作之合,爽文,柯南",柯学卧底指南,2023-02-21,11.17万,纯爱,衍生
1213980,弓青瀚,架空历史,6453625,9,2023-02-24,"异世大陆,系统,西幻,萌宠",在西幻世界点亮山海经图鉴,2023-02-21,10.13万,纯爱,原创
3462640,星映海,架空历史,7297515,10,2023-02-24,"猎人,三教九流,异国奇缘,西方罗曼",亚当斯家不相信玫瑰,2023-02-21,8.95万,言情,衍生
2078814,三日成晶,架空历史,7660289,1,2023-02-17,"天作之合,穿越时空,甜文,穿书",是我是我还是我,2023-02-14,8.89万,言情,原创
3027978,糖果粉粉,近代现代,7602982,3,2023-02-21,"女配,打脸,穿书",穿成恶女配后，偏执男主不放过我！[快穿],2023-02-18,6.5万,言情,原创
2973098,与神同行,近代现代,7251962,4,2023-02-21,"穿越时空,系统,爽文,柯南",哥谭人米花生存RPG,2023-02-18,8.92万,言情,衍生
2376593,第一只喵,架空历史,6669296,5,2023-02-21,"宫廷侯爵,豪门世家,情有独钟,天作之合",贤妻如她,2023-02-18,9.16万,言情,原创
3953916,司雨情,架空历史,7512269,1,2023-02-19,"爱情战争,天作之合,婚恋,爽文",妄折她,2023-02-16,8.54万,言情,原创
2146080,归鸿落雪,近代现代,6779144,2,2023-02-19,"异能,甜文,校园",闭嘴我不听,2023-02-16,10.41万,纯爱,原创
2157992,星陨落,架空历史,7717868,3,2023-02-19,"红楼梦,古典名著,聊斋,封神",诸天聊天群从西游开始,2023-02-16,11.08万,言情,衍生
4512610,静静的土豆,幻想未来,7483614,13,2023-02-27,"灵异神怪,科幻,恐怖,边缘恋歌",我死后发现男友变成怪物,2023-02-24,7.25万,言情,原创
2523089,拆家大队长,近代现代,7147007,14,2023-02-27,"灵异神怪,天作之合,甜文,爽文",就想钓个鱼怎么了,2023-02-24,9.29万,纯爱,原创
2449874,两言三拍,幻想未来,5594785,15,2023-02-27,"爱情战争,女强",上校[女A男O],2023-02-24,7.34万,言情,原创
4414417,一山群青,近代现代,7673873,16,2023-02-27,"豪门世家,爱情战争,天之骄子,逆袭",劣质的万人迷,2023-02-24,10.6万,纯爱,原创
2061548,初醺,近代现代,3588790,17,2023-02-27,"豪门世家,天之骄子,业界精英",白天黑夜不落的星,2023-02-24,5.5万,言情,原创
2059163,一只白空空,近代现代,6494947,1,2023-02-16,"死神,综漫,文野,柯南",米花小学生日记,2023-02-13,9.34万,言情,衍生
2618598,猫咪鱼池,近代现代,6960205,2,2023-02-16,"时代奇缘,娱乐圈,爽文",退圈后我的萌宠农场爆火了,2023-02-13,10.2万,言情,原创
5415493,鼠鼠ovo,近代现代,7732004,4,2023-02-25,"综漫,少年漫,文野,咒回",异能力是恶魔契约,2023-02-22,9.25万,纯爱,衍生
908316,鹿忘,幻想未来,6291466,5,2023-02-25,"强强,情有独钟,破镜重圆,异能",异能之嘿，早知道不跑了！,2023-02-22,9.81万,纯爱,原创
389030,秦皇,近代现代,7009734,6,2023-02-25,"甜文,穿书,爽文",漂亮女配在高能综艺杀疯了,2023-02-22,7.94万,言情,原创
3422988,余不喜,幻想未来,6401776,7,2023-02-25,"穿越时空,机甲,美食,星际",星际珍稀虫母［虫族］,2023-02-22,8.3万,纯爱,原创
3304413,云劫,幻想未来,5088503,1,2023-02-15,"情有独钟,天之骄子,穿越时空,星际",他穿成了帝国瑰宝,2023-02-12,9.95万,纯爱,原创
4980740,萨摩耶摇尾巴,近代现代,7234474,2,2023-02-15,"豪门世家,青梅竹马,甜文,穿书",认回亲爹后我在娃综爆红了,2023-02-12,9.38万,纯爱,原创
4672470,Morisawa,幻想未来,6854399,3,2023-02-15,"强强,穿越时空,异能,末世",渡劫大佬在异世咸鱼[穿书],2023-02-12,8.97万,纯爱,原创
2476142,宴时陈羡,架空历史,7573151,4,2023-02-15,打脸,映儿,2023-02-12,9.84万,言情,原创
1775182,爱小说的宅叶子,古色古香,7664008,5,2023-02-15,"清穿,宫斗,历史衍生,爽文",清穿之赏花升职,2023-02-12,9.7万,言情,衍生
5159477,君年笠,幻想未来,7401222,19,2023-02-22,"幻想空间,娱乐圈,星际,萌宠",我在恋综撸大猫,2023-02-19,12.74万,纯爱,原创
1575489,妄西,近代现代,5286384,20,2023-02-22,"综漫,家教,海贼王,文野",彭格列的海外事业,2023-02-19,8.66万,无CP,衍生
4012128,既弥,近代现代,6119072,21,2023-02-22,"破镜重圆,天之骄子,校园",再溺,2023-02-19,5.31万,言情,原创
3458556,狮子星系,近代现代,6359342,1,2023-02-14,"强强,奇幻魔幻,游戏网游,爽文",玩家都以为我是邪神,2023-02-11,9.42万,纯爱,原创
2498411,的卢,架空历史,5123722,2,2023-02-14,"欢喜冤家,前世今生,天作之合,甜文",惩娇,2023-02-11,8.33万,言情,原创
4982790,雾拾九,近代现代,7713381,12,2023-02-23,"花季雨季,天之骄子,娱乐圈,日韩",哥哥太多怎么办[娱乐圈],2023-02-20,9.1万,无CP,衍生
1348881,青律,古色古香,6929335,13,2023-02-23,"天之骄子,平步青云,爽文,升级流",抱歉我修轮回道,2023-02-20,11.04万,言情,原创
3970615,鲮雨,幻想未来,6265949,14,2023-02-23,"情有独钟,穿越时空,甜文,未来架空",穿越异世后我竟然成了药酒师,2023-02-20,8.44万,纯爱,原创
4900007,种瓜,近代现代,7503782,15,2023-02-23,"都市情缘,豪门世家,甜文",固定宠爱,2023-02-20,6.32万,言情,原创
2678559,宋昭,近代现代,5733125,16,2023-02-23,"豪门世家,天之骄子,业界精英",高台明月,2023-02-20,7.2万,言情,原创
3513269,倚栏一株雪,架空历史,6015933,17,2023-02-23,"红楼梦,穿书,朝堂之上,经商",[红楼]薛霸王今天跪搓衣板了吗？,2023-02-20,10.02万,言情,衍生
3250451,金玉满庭,古色古香,6524491,1,2023-02-13,"强强,历史衍生,爽文,基建",和秦始皇一起造反,2023-02-10,9.91万,言情,衍生
1923880,三千大梦叙平生,近代现代,5515791,2,2023-02-13,"系统,快穿",这个反派我养了！[快穿],2023-02-10,11.37万,纯爱,原创
3894827,柒喵是个坏喵,近代现代,7332801,3,2023-02-13,"都市情缘,豪门世家,破镜重圆,娱乐圈",替身受死了的那年,2023-02-10,9.19万,纯爱,原创
4838254,土土土羊,近代现代,7034082,4,2023-02-26,"综漫,少年漫,黑篮,咒回",术式是召唤汪汪队,2023-02-23,9.2万,言情,衍生
4763677,阿然七七,近代现代,7233112,13,2023-02-20,"穿越时空,种田文,女配,年代文",六零俏美人西北娇宠日常,2023-02-17,8.31万,言情,原创
5389941,知柿,近代现代,7695980,14,2023-02-20,"灵异神怪,爽文,直播,玄学",我继承了一家纸扎店,2023-02-17,8.95万,纯爱,原创
2478040,小蛮仙,架空历史,6351749,15,2023-02-20,"宫廷侯爵,天作之合,甜文",趴墙小宫女,2023-02-17,9.5万,言情,原创
930550,和衣倒人怀,近代现代,5586391,16,2023-02-20,"时代奇缘,幻想空间,爽文",百年后我成了祖师奶奶[玄学],2023-02-17,7.68万,言情,原创
4331173,温水煮茶,近代现代,7674062,17,2023-02-20,"豪门世家,娱乐圈,婚恋,穿书",穿成病危千金的冲喜夫人,2023-02-17,7.54万,百合,原创
4888695,星流过旷,幻想未来,7636505,18,2023-02-20,"幻想空间,灵异神怪,情有独钟,甜文",祈愿的苗疆少年被神明缠上了,2023-02-17,8.34万,纯爱,原创
2216633,山有青木,架空历史,7633526,2,2023-02-18,"甜文,穿书",再不行我可就走了啊,2023-02-15,9.35万,言情,原创
2286285,薇我无酒,幻想未来,6619760,3,2023-02-18,"穿越时空,星际,系统,爽文",我用三句话吓哭全星际,2023-02-15,7.49万,言情,原创
2152036,酸奶蛋糕,近代现代,7482598,4,2023-02-18,"豪门世家,重生,甜文,爽文",跟老板重回高中,2023-02-15,6.98万,言情,原创
4463756,三勾羽,近代现代,7118570,11,2023-02-24,"综漫,文野,咒回,柯南",超推理与超幸运,2023-02-21,9.55万,言情,衍生
5377286,躺吃板栗子,近代现代,7676700,12,2023-02-24,"综漫,家教,咒回,JOJO",穿成骨子哥的青梅后我只想活着,2023-02-21,17.8万,言情,衍生
1922394,玥玥欲试,架空历史,5196722,13,2023-02-24,"宫廷侯爵,情有独钟,天作之合,甜文",被献太子之后,2023-02-21,8.57万,言情,原创
3654232,宬宬,幻想未来,6532165,14,2023-02-24,"幻想空间,甜文,穿书,爽文",穿成白塔倒数第一的我躺平了,2023-02-21,12.21万,言情,原创
2307664,名蒸蛋壳,近代现代,6859737,15,2023-02-24,"少年漫,甜文,柯南,马甲文",在米花町当小寡妇的日子,2023-02-21,10.41万,言情,衍生
3430474,柳十天,近代现代,6301158,16,2023-02-24,"娱乐圈,重生,美食",我的药膳能治百病,2023-02-21,10.05万,言情,原创
2850413,神绮桑,近代现代,5354141,17,2023-02-24,"异世大陆,少年漫,游戏网游,异想天开",[原神]背叛散兵后被找上门了,2023-02-21,8.74万,纯爱,衍生
2397079,暮光里的钟声,幻想未来,5576214,1,2023-02-11,"生子,星际,甜文",嫁入皇室的beta,2023-02-08,8.82万,纯爱,原创
1784123,慕吱,近代现代,7527696,1,2023-02-10,"都市情缘,情有独钟,天作之合,天之骄子",婚婚入睡,2023-02-07,6.88万,言情,原创
1810865,退戈,架空历史,6883339,1,2023-02-09,"励志人生,爽文,东方玄幻,古代幻想",社稷山河剑,2023-02-06,9.68万,言情,原创
4331564,云十九,近代现代,7229937,2,2023-02-09,"综漫,直播,咒回,柯南",我靠贩卖咒灵日赚一亿,2023-02-06,9.32万,言情,衍生
1775974,梦里呓语,古色古香,3871848,2,2023-02-17,"红楼梦,灵异神怪,古典名著,爽文",太虚幻境可持续发展报告,2023-02-14,10.77万,言情,衍生
5361558,我算什么小饼干,幻想未来,7657542,3,2023-02-17,"重生,甜文",虫族之渣虫觉醒笔记,2023-02-14,16.34万,纯爱,原创
1643745,田园泡,近代现代,3226859,4,2023-02-17,"情有独钟,业界精英,甜文",我靠美貌嫁入豪门,2023-02-14,7.28万,言情,原创
1802272,蜀七,近代现代,4427051,5,2023-02-17,"灵魂转换,竞技,励志人生,爽文",新王登基[电竞],2023-02-14,9.73万,纯爱,原创
2673826,香草芋圆,架空历史,6947362,6,2023-02-17,"豪门世家,情有独钟,重生,成长",家臣,2023-02-14,10.84万,言情,原创
1761357,睡芒,架空历史,6413760,1,2023-02-08,"宫廷侯爵,甜文,爽文,朝堂之上",桃花令,2023-02-05,9.67万,纯爱,原创
4752065,Exilefour,近代现代,7610890,2,2023-02-08,"异国奇缘,西方罗曼,竞技,业界精英",[足球]热诚,2023-02-05,9.12万,言情,衍生
4508925,酒火樱桃,幻想未来,6601937,3,2023-02-08,"幻想空间,系统,快穿,爽文",反派随心所欲[快穿],2023-02-05,8.07万,无CP,原创
4361937,轻飔,近代现代,7399172,4,2023-02-08,"因缘邂逅,娱乐圈,励志人生,甜文",她竟想和我解绑,2023-02-05,8.65万,言情,原创
5397864,无人问落花,近代现代,7716387,5,2023-02-08,"青梅竹马,娱乐圈,穿书,爽文",穿成豪门后妈文里的那个崽,2023-02-05,7.56万,言情,原创
2367574,中原逐鹿,近代现代,5651687,6,2023-02-08,"豪门世家,系统,甜文,爽文",我以为我是反派人设,2023-02-05,9.2万,纯爱,原创
4680784,时岄,幻想未来,7642616,7,2023-02-08,"天之骄子,游戏网游,系统,爽文",这份解压游戏果然有问题,2023-02-05,5.52万,言情,原创
2049300,寂寂如雪,架空历史,5187711,1,2023-02-12,"情有独钟,穿越时空",穿成国漫里的绝色美人,2023-02-09,9.15万,言情,原创
2479512,时千辞,近代现代,6561570,2,2023-02-12,"年下,都市情缘,破镜重圆,天作之合",对等关系,2023-02-09,8.89万,百合,原创
5365873,林秋见,近代现代,7683370,3,2023-02-12,"幻想空间,甜文,校园,萌宠",小猫咪被直男室友看上了,2023-02-09,10.56万,纯爱,原创
1768908,大嘘菊,架空历史,3251754,4,2023-02-12,"情有独钟,穿越时空,女配,穿书",虐文女配的101种be（快穿）,2023-02-09,8.36万,言情,原创
4037873,泩沙,近代现代,6301472,5,2023-02-12,"娱乐圈,甜文,穿书,直播",和顶流继子爆红玄学综艺,2023-02-09,6.08万,言情,原创
1616876,苏尔酱,架空历史,6793430,6,2023-02-12,"生子,宫廷侯爵,情有独钟,穿书",穿书之心动不如胎动,2023-02-09,14.09万,纯爱,原创
3316883,西枫,幻想未来,6073287,7,2023-02-12,"天作之合,星际,甜文,爽文",文明起源[虫族],2023-02-09,11.29万,纯爱,原创
4304085,月莓莓兔,近代现代,6333384,8,2023-02-12,"年下,娱乐圈,重生,甜文",咸鱼后和顶流上恋综爆红,2023-02-09,9.27万,纯爱,原创
2158044,四叶草多一片,架空历史,7736981,6,2023-02-21,"综漫,文野,咒回,柯南",变成一个呱蛙子,2023-02-18,9.2万,无CP,衍生
1866162,祝君龄,幻想未来,5197839,7,2023-02-21,"穿越时空,种田文,美食,直播",给星际人民直播蓝星[种田],2023-02-18,8.9万,纯爱,原创
3730060,猫猫调查员,幻想未来,6900215,4,2023-02-19,"灵异神怪,前世今生,天作之合,校园",女友是怪物怎么办,2023-02-16,7.04万,言情,原创
4705953,银发天然卷,幻想未来,7484840,5,2023-02-19,"综漫,海贼王,女强,基建",我在伟大航路上靠基建当新皇,2023-02-16,12.59万,言情,衍生
5206539,卡了能莎,架空历史,7701205,18,2023-02-27,"宫廷侯爵,情有独钟,甜文,朝堂之上",傻子王爷落魄妃,2023-02-24,12.42万,纯爱,原创
4581349,慕云皎皎,架空历史,6803095,19,2023-02-27,天作之合,错金屋,2023-02-24,9.35万,言情,原创
4375889,盐香风色,近代现代,7196450,20,2023-02-27,"都市情缘,破镜重圆,天作之合,娱乐圈",小社恐上综艺和前任he了,2023-02-24,12.03万,纯爱,原创
5138442,芭蕉纵微雨,古色古香,7520465,21,2023-02-27,"历史衍生,快穿,朝堂之上,基建",意难平太子执掌天下[秦汉明],2023-02-24,10.03万,无CP,衍生
3837479,后遇,近代现代,5675820,22,2023-02-27,"都市情缘,因缘邂逅,甜文",来我怀抱里,2023-02-24,20.05万,言情,原创
2600005,公子羽橙,架空历史,7320609,23,2023-02-27,"宫廷侯爵,爽文,成长",夫君被流放后,2023-02-24,9.03万,言情,原创
2356863,云罩连枝,幻想未来,6834918,24,2023-02-27,"穿越时空,星际,打脸,爽文",仙君穿成废柴雄虫后,2023-02-24,9.55万,纯爱,原创
4573329,balsam苦瓜,架空历史,6685997,25,2023-02-27,"天作之合,穿越时空",攻略那个假清冷夫君,2023-02-24,8.24万,言情,原创
4963749,拉弥亚看不见乌托邦,近代现代,7395677,3,2023-02-16,"综漫,少年漫,爽文,柯南",米花町的雷神一家子[综原神],2023-02-13,8.65万,言情,衍生
4416878,白不一二,幻想未来,7068902,4,2023-02-16,"灵异神怪,甜文,快穿,爽文",娇气美人每天都受NPC觊觎[快穿],2023-02-13,9.01万,纯爱,原创
2084321,行道,幻想未来,7306697,5,2023-02-16,"幻想空间,灵异神怪,爽文,都市异闻",辞职失败只好拯救世界了,2023-02-13,8.54万,纯爱,原创
3113878,风析木,近代现代,7369345,6,2023-02-16,甜文,我喜欢你哥你哭什么？,2023-02-13,7.01万,言情,原创
4431260,奶油小鹅,近代现代,7278273,7,2023-02-16,"豪门世家,情有独钟,破镜重圆",奢宠,2023-02-13,7.97万,言情,原创
5198017,见星帘,近代现代,7443939,8,2023-02-16,"豪门世家,情有独钟,天作之合,婚恋",刺玫难驯,2023-02-13,6.69万,言情,原创
2652661,门庆姓西,近代现代,7384871,9,2023-02-16,"强强,年下,都市情缘",满分学生手册,2023-02-13,20.57万,百合,原创
972917,绿药,架空历史,6740839,8,2023-02-25,"情有独钟,破镜重圆,天作之合,甜文",被献给暴君解恨,2023-02-22,9.1万,言情,原创
5310501,哆啦A洛,幻想未来,7583660,6,2023-02-15,"打脸,甜文,未来架空,爽文",受伤后发现全家都是大佬,2023-02-12,24.73万,纯爱,原创
4508160,身健且加餐,架空历史,6639972,7,2023-02-15,"综漫,少女漫,穿越时空,成长",审神者今天也是未成年,2023-02-12,8.94万,无CP,衍生
3455384,饼鸽鸽,近代现代,6915373,8,2023-02-15,"都市情缘,情有独钟,欢喜冤家,近水楼台",我是前任影后暗恋的白月光,2023-02-12,9.99万,百合,原创
3465686,大米红,幻想未来,6865604,22,2023-02-22,"恐怖,无限流,爽文",空洞恩赐[无限],2023-02-19,9.96万,言情,原创
3448196,月霁光风,近代现代,7320720,23,2023-02-22,"美食,甜文,穿书,年代文",六零钢铁厂小厨娘,2023-02-19,6.9万,言情,原创
5389433,小喷菇,幻想未来,7695331,24,2023-02-22,"种田文,女强,美食,西幻",满级魔女，在线种田,2023-02-19,16.21万,无CP,原创
3702630,良月长安,近代现代,7513351,25,2023-02-22,重生,八零年代嫁混混,2023-02-19,9.32万,言情,原创
